break_idx,break_date,F_stat
900,2024-04-30,2.1346852245579306
901,2024-05-01,2.0359418855516638
902,2024-05-02,1.9855976446898524
903,2024-05-03,2.0906984102888146
904,2024-05-06,2.084675304065788
905,2024-05-07,2.0899076108250707
906,2024-05-08,2.0863849642988246
907,2024-05-09,2.0573129985825314
908,2024-05-10,2.040036284174197
909,2024-05-13,2.063318337747502
910,2024-05-14,2.0729861078062104
911,2024-05-15,2.049743405934536
912,2024-05-16,2.0821614026752293
913,2024-05-17,2.1013184264104434
914,2024-05-20,2.1721912820664526
915,2024-05-21,2.1791292260171082
916,2024-05-22,2.1980937125487974
917,2024-05-23,1.9517538389546196
918,2024-05-24,1.9204537873434506
919,2024-05-28,1.9197143803641101
920,2024-05-29,1.9205288057016106
921,2024-05-30,1.8996318039664015
922,2024-05-31,1.9463766876161845
923,2024-06-03,1.9820675914544226
924,2024-06-04,1.9977741840929084
925,2024-06-05,2.037767225422718
926,2024-06-06,1.9893785374310817
927,2024-06-07,1.9896029786227138
928,2024-06-10,1.952807230957781
929,2024-06-11,1.9219450510822778
930,2024-06-12,1.9104328001882354
931,2024-06-13,1.90990794558326
932,2024-06-14,1.9811571893462239
933,2024-06-17,1.9875631543986818
934,2024-06-18,1.9572614510236404
935,2024-06-20,1.9611417612175364
936,2024-06-21,1.9906574142202094
937,2024-06-24,1.9973907438708352
938,2024-06-25,1.988262334332735
939,2024-06-26,1.9969461649647124
940,2024-06-27,1.9951930561074571
941,2024-06-28,2.009504828856697
942,2024-07-01,2.0066003398780894
943,2024-07-02,2.015041795418779
944,2024-07-03,2.0176251057629195
945,2024-07-05,1.9279667920695205
946,2024-07-08,1.9951998591207294
947,2024-07-09,2.0568875512532054
948,2024-07-10,2.065258897142518
949,2024-07-11,2.059255143588205
950,2024-07-12,2.132492239624277
951,2024-07-15,2.0886415007376975
952,2024-07-16,2.076659057115212
953,2024-07-17,2.097902840529358
954,2024-07-18,2.0047608460881743
955,2024-07-19,1.9250110960477917
956,2024-07-22,1.906819540120425
957,2024-07-23,1.9304849827634687
958,2024-07-24,1.9275661447514396
959,2024-07-25,1.877052184010272
960,2024-07-26,1.9096327138494853
961,2024-07-29,1.927763753067222
962,2024-07-30,1.937047228428653
963,2024-07-31,1.953333133346681
964,2024-08-01,1.851609735186795
965,2024-08-02,1.8964713215962616
966,2024-08-05,1.943320943595265
967,2024-08-06,1.7284043367845567
968,2024-08-07,1.8134749933758538
969,2024-08-08,1.8104883124219953
970,2024-08-09,1.8541497955096058
971,2024-08-12,1.8507378062027227
972,2024-08-13,1.8315065347164567
973,2024-08-14,1.8944329413751892
974,2024-08-15,1.9130250862376017
975,2024-08-16,1.8139249798541885
