t,Date,rho_raw,rho_used,scale_used,row_err,diag_mean,offdiag_mean,tci,success,error_msg
870,870,0.6501499297755775,0.6501499297755775,1.0,1.1102230246251565e-16,0.49369042796720514,0.08438492867213246,50.63095720327947,1,
871,871,0.6645627249641921,0.6645627249641921,1.0,2.220446049250313e-16,0.5016476296711069,0.08305872838814884,49.83523703288931,1,
872,872,0.49100086938297494,0.49100086938297494,1.0,2.220446049250313e-16,0.47843825472154794,0.08692695754640865,52.15617452784519,1,
873,873,0.5420403214804297,0.5420403214804297,1.0,2.220446049250313e-16,0.4861327630786826,0.08564453948688622,51.38672369213173,1,
874,874,0.5261981488215138,0.5261981488215138,1.0,2.220446049250313e-16,0.48286033261903033,0.08618994456349492,51.71396673809695,1,
875,875,0.4699590324238661,0.4699590324238661,1.0,2.220446049250313e-16,0.5078637830179533,0.0820227028303411,49.21362169820466,1,
876,876,0.4994095650843777,0.4994095650843777,1.0,2.220446049250313e-16,0.5114415589653991,0.08142640683910014,48.855844103460086,1,
877,877,0.4543296876908098,0.4543296876908098,1.0,1.1102230246251565e-16,0.523633395670623,0.07939443405489617,47.6366604329377,1,
878,878,0.461880434111237,0.461880434111237,1.0,2.220446049250313e-16,0.5265067891365826,0.0789155351439029,47.34932108634174,1,
879,879,0.5549831680214451,0.5549831680214451,1.0,2.220446049250313e-16,0.5337003491042625,0.07771660848262292,46.62996508957376,1,
880,880,0.5202262064336033,0.5202262064336033,1.0,2.220446049250313e-16,0.5431311829074613,0.07614480284875647,45.686881709253875,1,
881,881,0.5443510095446332,0.5443510095446332,1.0,2.220446049250313e-16,0.5602792902556412,0.07328678495739313,43.97207097443588,1,
882,882,0.5306229057597264,0.5306229057597264,1.0,2.220446049250313e-16,0.5939291157638532,0.06767848070602447,40.607088423614684,1,
883,883,0.4856286655035104,0.4856286655035104,1.0,2.220446049250313e-16,0.6086437067823385,0.06522604886961027,39.13562932176616,1,
884,884,0.4408268781607876,0.4408268781607876,1.0,2.220446049250313e-16,0.6111975096391546,0.06480041506014089,38.880249036084535,1,
885,885,0.6709515338298938,0.6709515338298938,1.0,2.220446049250313e-16,0.4291080134958937,0.09514866441735104,57.08919865041062,1,
886,886,0.9698597677211881,0.9698597677211881,1.0,2.220446049250313e-16,0.1881981654177997,0.13530030576370006,81.18018345822003,1,
887,887,0.6230631691970141,0.6230631691970141,1.0,2.220446049250313e-16,0.3153736483446898,0.1141043919425517,68.46263516553101,1,
888,888,1.4204401926413386,0.9989999999999987,0.7033031064421926,1.1102230246251565e-16,0.3554357527929969,0.10742737453450049,64.4564247207003,1,
889,889,1.0764274863636794,0.999,0.9280699467966578,1.1102230246251565e-16,0.28163212424708123,0.11972797929215312,71.83678757529186,1,
